,name,basetime,fctime,diag,obs,mb000
FF925_MAX_S4-VDG-2021121000-3-2022010400-042,VDG-2021121000-3,2022010400,42,ff925_max_s4,27.333407681820454,2.345043969789117
FF300_MAX_S4-VDG-2021121000-3-2022010400-042,VDG-2021121000-3,2022010400,42,ff300_max_s4,8.535295613043322,1.5727587086903476
Z500_P-VDG-2021121000-3-2022010400-042,VDG-2021121000-3,2022010400,42,z500_p,48546.95951050037,-624.6531021911433
TTE-VDG-2021121000-3-2022010400-048,VDG-2021121000-3,2022010400,48,tte,0.0,49.303089184960875
MSLP_MIN_P-VDG-2021121000-3-2022010400-048,VDG-2021121000-3,2022010400,48,mslp_min_p,96630.1827383691,-155.40765349351568
FF10M_MAX_S4-VDG-2021121000-3-2022010400-048,VDG-2021121000-3,2022010400,48,ff10m_max_s4,14.940662481903443,4.695603951629325
FF925_MAX_S4-VDG-2021121000-3-2022010400-048,VDG-2021121000-3,2022010400,48,ff925_max_s4,19.461621615336895,7.06681231348114
FF300_MAX_S4-VDG-2021121000-3-2022010400-048,VDG-2021121000-3,2022010400,48,ff300_max_s4,9.669817579129843,1.5640400938641523
Z500_P-VDG-2021121000-3-2022010400-048,VDG-2021121000-3,2022010400,48,z500_p,48616.27898590231,-480.3472315591207
TTE-VDG-2021121000-3-2022010400-054,VDG-2021121000-3,2022010400,54,tte,0.0,102.4087376788648
MSLP_MIN_P-VDG-2021121000-3-2022010400-054,VDG-2021121000-3,2022010400,54,mslp_min_p,96653.49021919207,-152.24774586889544
FF10M_MAX_S4-VDG-2021121000-3-2022010400-054,VDG-2021121000-3,2022010400,54,ff10m_max_s4,16.735494585563323,3.5038579945321224
FF925_MAX_S4-VDG-2021121000-3-2022010400-054,VDG-2021121000-3,2022010400,54,ff925_max_s4,20.91360586402932,4.948960479539643
FF300_MAX_S4-VDG-2021121000-3-2022010400-054,VDG-2021121000-3,2022010400,54,ff300_max_s4,6.769977293001224,3.5024506397200312
Z500_P-VDG-2021121000-3-2022010400-054,VDG-2021121000-3,2022010400,54,z500_p,48723.95661064203,-491.6605664479066
TTE-VDG-2021121000-3-2022010400-060,VDG-2021121000-3,2022010400,60,tte,0.0,135.63364458763343
MSLP_MIN_P-VDG-2021121000-3-2022010400-060,VDG-2021121000-3,2022010400,60,mslp_min_p,96851.85238601279,-116.97417130653048
FF10M_MAX_S4-VDG-2021121000-3-2022010400-060,VDG-2021121000-3,2022010400,60,ff10m_max_s4,19.337277143080488,1.491565348799469
FF925_MAX_S4-VDG-2021121000-3-2022010400-060,VDG-2021121000-3,2022010400,60,ff925_max_s4,24.70315720575018,0.5324802400284874
FF300_MAX_S4-VDG-2021121000-3-2022010400-060,VDG-2021121000-3,2022010400,60,ff300_max_s4,9.016429268185695,3.7287885401479777
Z500_P-VDG-2021121000-3-2022010400-060,VDG-2021121000-3,2022010400,60,z500_p,48940.853265277365,-439.1677610007464
TTE-VDG-2021121000-3-2022010400-066,VDG-2021121000-3,2022010400,66,tte,0.0,203.1714539609029
MSLP_MIN_P-VDG-2021121000-3-2022010400-066,VDG-2021121000-3,2022010400,66,mslp_min_p,97452.15403228944,-382.9006562789
FF10M_MAX_S4-VDG-2021121000-3-2022010400-066,VDG-2021121000-3,2022010400,66,ff10m_max_s4,22.12563118308601,-2.44879226755695
FF925_MAX_S4-VDG-2021121000-3-2022010400-066,VDG-2021121000-3,2022010400,66,ff925_max_s4,28.533682181078397,-4.468940859691912
FF300_MAX_S4-VDG-2021121000-3-2022010400-066,VDG-2021121000-3,2022010400,66,ff300_max_s4,12.471409985164541,6.423510313767398
Z500_P-VDG-2021121000-3-2022010400-066,VDG-2021121000-3,2022010400,66,z500_p,49353.97876437714,-537.9804916436769
TTE-VDG-2021121000-3-2022010500-000,VDG-2021121000-3,2022010500,0,tte,0.0,11.027910046138704
MSLP_MIN_P-VDG-2021121000-3-2022010500-000,VDG-2021121000-3,2022010500,0,mslp_min_p,95833.12454370095,39.24799347441876
FF10M_MAX_S4-VDG-2021121000-3-2022010500-000,VDG-2021121000-3,2022010500,0,ff10m_max_s4,18.83965147019654,1.122410590117866
FF925_MAX_S4-VDG-2021121000-3-2022010500-000,VDG-2021121000-3,2022010500,0,ff925_max_s4,25.149479360553556,2.0027310498533843
FF300_MAX_S4-VDG-2021121000-3-2022010500-000,VDG-2021121000-3,2022010500,0,ff300_max_s4,10.292605483378956,-0.06369542128292593
Z500_P-VDG-2021121000-3-2022010500-000,VDG-2021121000-3,2022010500,0,z500_p,48490.17739708468,-285.16994576366415
TTE-VDG-2021121000-3-2022010500-006,VDG-2021121000-3,2022010500,6,tte,0.0,23.34549007428259
MSLP_MIN_P-VDG-2021121000-3-2022010500-006,VDG-2021121000-3,2022010500,6,mslp_min_p,95650.57611612024,143.72592324249854
FF10M_MAX_S4-VDG-2021121000-3-2022010500-006,VDG-2021121000-3,2022010500,6,ff10m_max_s4,19.977695870602396,-0.7101304564289741
FF925_MAX_S4-VDG-2021121000-3-2022010500-006,VDG-2021121000-3,2022010500,6,ff925_max_s4,25.341193385576833,-0.055960962244906653
FF300_MAX_S4-VDG-2021121000-3-2022010500-006,VDG-2021121000-3,2022010500,6,ff300_max_s4,9.906963563700518,2.8698568816349344
Z500_P-VDG-2021121000-3-2022010500-006,VDG-2021121000-3,2022010500,6,z500_p,48352.27108218553,-385.01894868721865
TTE-VDG-2021121000-3-2022010500-012,VDG-2021121000-3,2022010500,12,tte,0.0,21.763628952323756
MSLP_MIN_P-VDG-2021121000-3-2022010500-012,VDG-2021121000-3,2022010500,12,mslp_min_p,95879.52035010885,61.92229220963782
FF10M_MAX_S4-VDG-2021121000-3-2022010500-012,VDG-2021121000-3,2022010500,12,ff10m_max_s4,21.230439346180855,-0.07380811830704914
FF925_MAX_S4-VDG-2021121000-3-2022010500-012,VDG-2021121000-3,2022010500,12,ff925_max_s4,29.04262236406906,-0.652424047099533
FF300_MAX_S4-VDG-2021121000-3-2022010500-012,VDG-2021121000-3,2022010500,12,ff300_max_s4,11.330064462038916,1.2231897170023007
Z500_P-VDG-2021121000-3-2022010500-012,VDG-2021121000-3,2022010500,12,z500_p,48370.65303553742,-447.386854566641
TTE-VDG-2021121000-3-2022010500-018,VDG-2021121000-3,2022010500,18,tte,0.0,10.255569574305962
MSLP_MIN_P-VDG-2021121000-3-2022010500-018,VDG-2021121000-3,2022010500,18,mslp_min_p,96281.23936067597,-6.382793621363817
FF10M_MAX_S4-VDG-2021121000-3-2022010500-018,VDG-2021121000-3,2022010500,18,ff10m_max_s4,18.6734980676918,1.5986116121634382
FF925_MAX_S4-VDG-2021121000-3-2022010500-018,VDG-2021121000-3,2022010500,18,ff925_max_s4,27.333407681820454,-0.21299616054657378
FF300_MAX_S4-VDG-2021121000-3-2022010500-018,VDG-2021121000-3,2022010500,18,ff300_max_s4,8.535295613043322,-1.2558295988308519
Z500_P-VDG-2021121000-3-2022010500-018,VDG-2021121000-3,2022010500,18,z500_p,48546.95951050037,-520.2392919765989
TTE-VDG-2021121000-3-2022010500-024,VDG-2021121000-3,2022010500,24,tte,0.0,25.741969352260202
MSLP_MIN_P-VDG-2021121000-3-2022010500-024,VDG-2021121000-3,2022010500,24,mslp_min_p,96630.1827383691,-48.93308238910686
FF10M_MAX_S4-VDG-2021121000-3-2022010500-024,VDG-2021121000-3,2022010500,24,ff10m_max_s4,14.940662481903443,1.8558849753620397
FF925_MAX_S4-VDG-2021121000-3-2022010500-024,VDG-2021121000-3,2022010500,24,ff925_max_s4,19.461621615336895,3.1074692010189686
FF300_MAX_S4-VDG-2021121000-3-2022010500-024,VDG-2021121000-3,2022010500,24,ff300_max_s4,9.669817579129843,1.4350159039747403
Z500_P-VDG-2021121000-3-2022010500-024,VDG-2021121000-3,2022010500,24,z500_p,48616.27898590231,-407.5406774513176
TTE-VDG-2021121000-3-2022010500-030,VDG-2021121000-3,2022010500,30,tte,0.0,52.43992070302902
MSLP_MIN_P-VDG-2021121000-3-2022010500-030,VDG-2021121000-3,2022010500,30,mslp_min_p,96653.49021919207,-191.5879822535935
FF10M_MAX_S4-VDG-2021121000-3-2022010500-030,VDG-2021121000-3,2022010500,30,ff10m_max_s4,16.735494585563323,0.7445457579444827
FF925_MAX_S4-VDG-2021121000-3-2022010500-030,VDG-2021121000-3,2022010500,30,ff925_max_s4,20.91360586402932,1.4702699892198332
FF300_MAX_S4-VDG-2021121000-3-2022010500-030,VDG-2021121000-3,2022010500,30,ff300_max_s4,6.769977293001224,3.120691275201734
Z500_P-VDG-2021121000-3-2022010500-030,VDG-2021121000-3,2022010500,30,z500_p,48723.95661064203,-565.267352730225
TTE-VDG-2021121000-3-2022010500-036,VDG-2021121000-3,2022010500,36,tte,0.0,93.48634822533421
MSLP_MIN_P-VDG-2021121000-3-2022010500-036,VDG-2021121000-3,2022010500,36,mslp_min_p,96851.85238601279,-383.26492431628867
FF10M_MAX_S4-VDG-2021121000-3-2022010500-036,VDG-2021121000-3,2022010500,36,ff10m_max_s4,19.337277143080488,-1.089537509180051
FF925_MAX_S4-VDG-2021121000-3-2022010500-036,VDG-2021121000-3,2022010500,36,ff925_max_s4,24.70315720575018,-2.4802217464934095
FF300_MAX_S4-VDG-2021121000-3-2022010500-036,VDG-2021121000-3,2022010500,36,ff300_max_s4,9.016429268185695,-1.3229507912687088
Z500_P-VDG-2021121000-3-2022010500-036,VDG-2021121000-3,2022010500,36,z500_p,48940.853265277365,-709.5672008417532
TTE-VDG-2021121000-3-2022010500-042,VDG-2021121000-3,2022010500,42,tte,0.0,214.57721894320338
MSLP_MIN_P-VDG-2021121000-3-2022010500-042,VDG-2021121000-3,2022010500,42,mslp_min_p,97452.15403228944,-503.24901101284195
FF10M_MAX_S4-VDG-2021121000-3-2022010500-042,VDG-2021121000-3,2022010500,42,ff10m_max_s4,22.12563118308601,-1.9173850902137382
FF925_MAX_S4-VDG-2021121000-3-2022010500-042,VDG-2021121000-3,2022010500,42,ff925_max_s4,28.533682181078397,-3.5213314339502695
FF300_MAX_S4-VDG-2021121000-3-2022010500-042,VDG-2021121000-3,2022010500,42,ff300_max_s4,12.471409985164541,4.415610361934313
Z500_P-VDG-2021121000-3-2022010500-042,VDG-2021121000-3,2022010500,42,z500_p,49353.97876437714,-738.7753547641405
TTE-VDG-2021121000-3-2022010600-000,VDG-2021121000-3,2022010600,0,tte,0.0,9.78252882193136
MSLP_MIN_P-VDG-2021121000-3-2022010600-000,VDG-2021121000-3,2022010600,0,mslp_min_p,96630.1827383691,4.481783606839599
FF10M_MAX_S4-VDG-2021121000-3-2022010600-000,VDG-2021121000-3,2022010600,0,ff10m_max_s4,14.940662481903443,1.4679790971390059
FF925_MAX_S4-VDG-2021121000-3-2022010600-000,VDG-2021121000-3,2022010600,0,ff925_max_s4,19.461621615336895,2.0174723052932393
FF300_MAX_S4-VDG-2021121000-3-2022010600-000,VDG-2021121000-3,2022010600,0,ff300_max_s4,9.669817579129843,-0.8123640123060447
Z500_P-VDG-2021121000-3-2022010600-000,VDG-2021121000-3,2022010600,0,z500_p,48616.27898590231,-324.04032107210514
TTE-VDG-2021121000-3-2022010600-006,VDG-2021121000-3,2022010600,6,tte,0.0,39.25762231252846
MSLP_MIN_P-VDG-2021121000-3-2022010600-006,VDG-2021121000-3,2022010600,6,mslp_min_p,96653.49021919207,-66.10796220735938
FF10M_MAX_S4-VDG-2021121000-3-2022010600-006,VDG-2021121000-3,2022010600,6,ff10m_max_s4,16.735494585563323,1.7527418529812984
FF925_MAX_S4-VDG-2021121000-3-2022010600-006,VDG-2021121000-3,2022010600,6,ff925_max_s4,20.91360586402932,3.651584943260591
FF300_MAX_S4-VDG-2021121000-3-2022010600-006,VDG-2021121000-3,2022010600,6,ff300_max_s4,6.769977293001224,1.013007910389816
Z500_P-VDG-2021121000-3-2022010600-006,VDG-2021121000-3,2022010600,6,z500_p,48723.95661064203,-488.23856430389424
TTE-VDG-2021121000-3-2022010600-012,VDG-2021121000-3,2022010600,12,tte,0.0,67.89639291960592
MSLP_MIN_P-VDG-2021121000-3-2022010600-012,VDG-2021121000-3,2022010600,12,mslp_min_p,96851.85238601279,-103.42089757687063
FF10M_MAX_S4-VDG-2021121000-3-2022010600-012,VDG-2021121000-3,2022010600,12,ff10m_max_s4,19.337277143080488,-0.5622470894522458
FF925_MAX_S4-VDG-2021121000-3-2022010600-012,VDG-2021121000-3,2022010600,12,ff925_max_s4,24.70315720575018,-2.094904511752855
FF300_MAX_S4-VDG-2021121000-3-2022010600-012,VDG-2021121000-3,2022010600,12,ff300_max_s4,9.016429268185695,-0.5265056162330595
Z500_P-VDG-2021121000-3-2022010600-012,VDG-2021121000-3,2022010600,12,z500_p,48940.853265277365,-509.5435386134268
TTE-VDG-2021121000-3-2022010600-018,VDG-2021121000-3,2022010600,18,tte,0.0,119.53347135504193
MSLP_MIN_P-VDG-2021121000-3-2022010600-018,VDG-2021121000-3,2022010600,18,mslp_min_p,97452.15403228944,-214.90329680556897
FF10M_MAX_S4-VDG-2021121000-3-2022010600-018,VDG-2021121000-3,2022010600,18,ff10m_max_s4,22.12563118308601,-2.1358844367093184
FF925_MAX_S4-VDG-2021121000-3-2022010600-018,VDG-2021121000-3,2022010600,18,ff925_max_s4,28.533682181078397,-4.26617086559331
FF300_MAX_S4-VDG-2021121000-3-2022010600-018,VDG-2021121000-3,2022010600,18,ff300_max_s4,12.471409985164541,2.958304012153368
Z500_P-VDG-2021121000-3-2022010600-018,VDG-2021121000-3,2022010600,18,z500_p,49353.97876437714,-543.8951163382735
TTE-VDG-2021121000-4-2022010500-048,VDG-2021121000-4,2022010500,48,tte,0.0,26.811184820871127
MSLP_MIN_P-VDG-2021121000-4-2022010500-048,VDG-2021121000-4,2022010500,48,mslp_min_p,96069.85429400083,280.22037266583357
FF10M_MAX_S4-VDG-2021121000-4-2022010500-048,VDG-2021121000-4,2022010500,48,ff10m_max_s4,16.862116090331053,-0.35024145688527497
FF925_MAX_S4-VDG-2021121000-4-2022010500-048,VDG-2021121000-4,2022010500,48,ff925_max_s4,21.679323737277493,1.2049290838437443
FF300_MAX_S4-VDG-2021121000-4-2022010500-048,VDG-2021121000-4,2022010500,48,ff300_max_s4,23.449437682357853,-5.956910357138121
Z500_P-VDG-2021121000-4-2022010500-048,VDG-2021121000-4,2022010500,48,z500_p,48757.8215937321,-392.7400025343013
TTE-VDG-2021121000-4-2022010500-054,VDG-2021121000-4,2022010500,54,tte,0.0,80.89545149769232
MSLP_MIN_P-VDG-2021121000-4-2022010500-054,VDG-2021121000-4,2022010500,54,mslp_min_p,96144.528,302.4379692213115
FF10M_MAX_S4-VDG-2021121000-4-2022010500-054,VDG-2021121000-4,2022010500,54,ff10m_max_s4,13.292500132897718,0.7011445140023849
FF925_MAX_S4-VDG-2021121000-4-2022010500-054,VDG-2021121000-4,2022010500,54,ff925_max_s4,16.41190189212863,4.001028855995553
FF300_MAX_S4-VDG-2021121000-4-2022010500-054,VDG-2021121000-4,2022010500,54,ff300_max_s4,28.023192071914057,-10.883214309163186
Z500_P-VDG-2021121000-4-2022010500-054,VDG-2021121000-4,2022010500,54,z500_p,48866.58641342299,-451.3789682289207
TTE-VDG-2021121000-4-2022010500-060,VDG-2021121000-4,2022010500,60,tte,0.0,282.6388967199098
MSLP_MIN_P-VDG-2021121000-4-2022010500-060,VDG-2021121000-4,2022010500,60,mslp_min_p,96310.44786241319,-115.8105360243062
FF10M_MAX_S4-VDG-2021121000-4-2022010500-060,VDG-2021121000-4,2022010500,60,ff10m_max_s4,18.26703340233297,-0.7940315659285986
FF925_MAX_S4-VDG-2021121000-4-2022010500-060,VDG-2021121000-4,2022010500,60,ff925_max_s4,23.29879990069114,-1.2829747195906052
FF300_MAX_S4-VDG-2021121000-4-2022010500-060,VDG-2021121000-4,2022010500,60,ff300_max_s4,21.116340808974236,-1.4220166473459273
Z500_P-VDG-2021121000-4-2022010500-060,VDG-2021121000-4,2022010500,60,z500_p,48770.153645861115,-381.7686636538783
TTE-VDG-2021121000-4-2022010500-066,VDG-2021121000-4,2022010500,66,tte,0.0,266.46912244640504
MSLP_MIN_P-VDG-2021121000-4-2022010500-066,VDG-2021121000-4,2022010500,66,mslp_min_p,96411.1572265625,-168.31173327736906
FF10M_MAX_S4-VDG-2021121000-4-2022010500-066,VDG-2021121000-4,2022010500,66,ff10m_max_s4,18.891971942367583,0.3699506979258942
FF925_MAX_S4-VDG-2021121000-4-2022010500-066,VDG-2021121000-4,2022010500,66,ff925_max_s4,23.809102277425993,0.9566673984051626
FF300_MAX_S4-VDG-2021121000-4-2022010500-066,VDG-2021121000-4,2022010500,66,ff300_max_s4,20.829236959301355,-1.521361327460788
Z500_P-VDG-2021121000-4-2022010500-066,VDG-2021121000-4,2022010500,66,z500_p,48935.840224390595,-654.5408557478149
TTE-VDG-2021121000-4-2022010500-072,VDG-2021121000-4,2022010500,72,tte,0.0,268.1121406656369
MSLP_MIN_P-VDG-2021121000-4-2022010500-072,VDG-2021121000-4,2022010500,72,mslp_min_p,96754.64311079546,-403.7819178130012
FF10M_MAX_S4-VDG-2021121000-4-2022010500-072,VDG-2021121000-4,2022010500,72,ff10m_max_s4,18.68494770388686,-0.33507575553036517
FF925_MAX_S4-VDG-2021121000-4-2022010500-072,VDG-2021121000-4,2022010500,72,ff925_max_s4,23.725257835412453,-1.1165658662142555
FF300_MAX_S4-VDG-2021121000-4-2022010500-072,VDG-2021121000-4,2022010500,72,ff300_max_s4,26.67364454258711,-4.557403703938892
Z500_P-VDG-2021121000-4-2022010500-072,VDG-2021121000-4,2022010500,72,z500_p,49794.139447401976,-1361.2681365088065
TTE-VDG-2021121000-4-2022010500-078,VDG-2021121000-4,2022010500,78,tte,0.0,293.9753811294956
MSLP_MIN_P-VDG-2021121000-4-2022010500-078,VDG-2021121000-4,2022010500,78,mslp_min_p,97046.9599905303,-606.3187216714869
FF10M_MAX_S4-VDG-2021121000-4-2022010500-078,VDG-2021121000-4,2022010500,78,ff10m_max_s4,17.96291280938748,-1.6043616148115127
FF925_MAX_S4-VDG-2021121000-4-2022010500-078,VDG-2021121000-4,2022010500,78,ff925_max_s4,22.707834003946967,-2.6557041273123616
FF300_MAX_S4-VDG-2021121000-4-2022010500-078,VDG-2021121000-4,2022010500,78,ff300_max_s4,31.780435344700216,-3.8910294299064283
Z500_P-VDG-2021121000-4-2022010500-078,VDG-2021121000-4,2022010500,78,z500_p,50199.784548756514,-1627.8267892983204
TTE-VDG-2021121000-4-2022010500-084,VDG-2021121000-4,2022010500,84,tte,0.0,342.65195935752934
MSLP_MIN_P-VDG-2021121000-4-2022010500-084,VDG-2021121000-4,2022010500,84,mslp_min_p,97337.64905206498,-795.1609340942523
FF10M_MAX_S4-VDG-2021121000-4-2022010500-084,VDG-2021121000-4,2022010500,84,ff10m_max_s4,18.975611091767394,-3.749818958778306
FF925_MAX_S4-VDG-2021121000-4-2022010500-084,VDG-2021121000-4,2022010500,84,ff925_max_s4,24.660009302234418,-6.716147388382545
FF300_MAX_S4-VDG-2021121000-4-2022010500-084,VDG-2021121000-4,2022010500,84,ff300_max_s4,26.2294327934449,-6.505840104790082
Z500_P-VDG-2021121000-4-2022010500-084,VDG-2021121000-4,2022010500,84,z500_p,50216.54270892634,-1518.1719213837787
TTE-VDG-2021121000-4-2022010500-090,VDG-2021121000-4,2022010500,90,tte,0.0,422.0376861998798
MSLP_MIN_P-VDG-2021121000-4-2022010500-090,VDG-2021121000-4,2022010500,90,mslp_min_p,97484.0424256789,-884.4746605236141
FF10M_MAX_S4-VDG-2021121000-4-2022010500-090,VDG-2021121000-4,2022010500,90,ff10m_max_s4,16.333589349786134,1.4743818395150896
FF925_MAX_S4-VDG-2021121000-4-2022010500-090,VDG-2021121000-4,2022010500,90,ff925_max_s4,21.43722976228767,0.2170880874175687
FF300_MAX_S4-VDG-2021121000-4-2022010500-090,VDG-2021121000-4,2022010500,90,ff300_max_s4,29.396077363308397,-9.547535609001955
Z500_P-VDG-2021121000-4-2022010500-090,VDG-2021121000-4,2022010500,90,z500_p,50427.82914344654,-1632.243821062846
TTE-VDG-2021121000-4-2022010500-096,VDG-2021121000-4,2022010500,96,tte,0.0,518.3977267622525
MSLP_MIN_P-VDG-2021121000-4-2022010500-096,VDG-2021121000-4,2022010500,96,mslp_min_p,97750.8189579832,-1067.9737008403463
FF10M_MAX_S4-VDG-2021121000-4-2022010500-096,VDG-2021121000-4,2022010500,96,ff10m_max_s4,14.901779297717635,2.143709147791114
FF925_MAX_S4-VDG-2021121000-4-2022010500-096,VDG-2021121000-4,2022010500,96,ff925_max_s4,21.791295570809986,-0.9588195778300026
FF300_MAX_S4-VDG-2021121000-4-2022010500-096,VDG-2021121000-4,2022010500,96,ff300_max_s4,28.289345223951358,-12.582217456073918
Z500_P-VDG-2021121000-4-2022010500-096,VDG-2021121000-4,2022010500,96,z500_p,50597.75782694474,-1711.5947459272647
TTE-VDG-2021121000-4-2022010600-024,VDG-2021121000-4,2022010600,24,tte,0.0,113.29087344601535
MSLP_MIN_P-VDG-2021121000-4-2022010600-024,VDG-2021121000-4,2022010600,24,mslp_min_p,96069.85429400083,16.673705999171943
FF10M_MAX_S4-VDG-2021121000-4-2022010600-024,VDG-2021121000-4,2022010600,24,ff10m_max_s4,16.862116090331053,-0.3800680784246744
FF925_MAX_S4-VDG-2021121000-4-2022010600-024,VDG-2021121000-4,2022010600,24,ff925_max_s4,21.679323737277493,-0.9501763336816751
FF300_MAX_S4-VDG-2021121000-4-2022010600-024,VDG-2021121000-4,2022010600,24,ff300_max_s4,23.449437682357853,-7.983449050754777
Z500_P-VDG-2021121000-4-2022010600-024,VDG-2021121000-4,2022010600,24,z500_p,48757.8215937321,-545.7322135672948
TTE-VDG-2021121000-4-2022010600-030,VDG-2021121000-4,2022010600,30,tte,0.0,206.1047755666811
MSLP_MIN_P-VDG-2021121000-4-2022010600-030,VDG-2021121000-4,2022010600,30,mslp_min_p,96144.528,-79.68556993891252
FF10M_MAX_S4-VDG-2021121000-4-2022010600-030,VDG-2021121000-4,2022010600,30,ff10m_max_s4,13.292500132897718,1.0384963990636606
FF925_MAX_S4-VDG-2021121000-4-2022010600-030,VDG-2021121000-4,2022010600,30,ff925_max_s4,16.41190189212863,1.1535021577663862
FF300_MAX_S4-VDG-2021121000-4-2022010600-030,VDG-2021121000-4,2022010600,30,ff300_max_s4,28.023192071914057,-12.852410465119945
Z500_P-VDG-2021121000-4-2022010600-030,VDG-2021121000-4,2022010600,30,z500_p,48866.58641342299,-738.0169983996675
TTE-VDG-2021121000-4-2022010600-036,VDG-2021121000-4,2022010600,36,tte,0.0,262.71189098050644
MSLP_MIN_P-VDG-2021121000-4-2022010600-036,VDG-2021121000-4,2022010600,36,mslp_min_p,96310.44786241319,-167.69917820265982
FF10M_MAX_S4-VDG-2021121000-4-2022010600-036,VDG-2021121000-4,2022010600,36,ff10m_max_s4,18.26703340233297,-6.1781128649778445
FF925_MAX_S4-VDG-2021121000-4-2022010600-036,VDG-2021121000-4,2022010600,36,ff925_max_s4,23.29879990069114,-8.070498184911552
FF300_MAX_S4-VDG-2021121000-4-2022010600-036,VDG-2021121000-4,2022010600,36,ff300_max_s4,21.116340808974236,-8.286440611780707
Z500_P-VDG-2021121000-4-2022010600-036,VDG-2021121000-4,2022010600,36,z500_p,48770.153645861115,-603.512600971233
TTE-VDG-2021121000-4-2022010600-042,VDG-2021121000-4,2022010600,42,tte,0.0,364.59247569504765
MSLP_MIN_P-VDG-2021121000-4-2022010600-042,VDG-2021121000-4,2022010600,42,mslp_min_p,96411.1572265625,10.044023437498254
FF10M_MAX_S4-VDG-2021121000-4-2022010600-042,VDG-2021121000-4,2022010600,42,ff10m_max_s4,18.891971942367583,-5.437596853337675
FF925_MAX_S4-VDG-2021121000-4-2022010600-042,VDG-2021121000-4,2022010600,42,ff925_max_s4,23.809102277425993,-7.047663028628072
FF300_MAX_S4-VDG-2021121000-4-2022010600-042,VDG-2021121000-4,2022010600,42,ff300_max_s4,20.829236959301355,2.524436029450733
Z500_P-VDG-2021121000-4-2022010600-042,VDG-2021121000-4,2022010600,42,z500_p,48935.840224390595,-594.0398832086139
TTE-VDG-2021121000-4-2022010600-048,VDG-2021121000-4,2022010600,48,tte,0.0,405.99140959762843
MSLP_MIN_P-VDG-2021121000-4-2022010600-048,VDG-2021121000-4,2022010600,48,mslp_min_p,96754.64311079546,132.52720170454995
FF10M_MAX_S4-VDG-2021121000-4-2022010600-048,VDG-2021121000-4,2022010600,48,ff10m_max_s4,18.68494770388686,0.12437824647904705
FF925_MAX_S4-VDG-2021121000-4-2022010600-048,VDG-2021121000-4,2022010600,48,ff925_max_s4,23.725257835412453,0.9343375944984977
FF300_MAX_S4-VDG-2021121000-4-2022010600-048,VDG-2021121000-4,2022010600,48,ff300_max_s4,26.67364454258711,-3.4254602926950852
Z500_P-VDG-2021121000-4-2022010600-048,VDG-2021121000-4,2022010600,48,z500_p,49794.139447401976,-1092.436919997257
TTE-VDG-2021121000-4-2022010600-054,VDG-2021121000-4,2022010600,54,tte,0.0,476.1403379202581
MSLP_MIN_P-VDG-2021121000-4-2022010600-054,VDG-2021121000-4,2022010600,54,mslp_min_p,97046.9599905303,204.0722161023441
FF10M_MAX_S4-VDG-2021121000-4-2022010600-054,VDG-2021121000-4,2022010600,54,ff10m_max_s4,17.96291280938748,-1.4373688980940749
FF925_MAX_S4-VDG-2021121000-4-2022010600-054,VDG-2021121000-4,2022010600,54,ff925_max_s4,22.707834003946967,-2.8268626382121482
FF300_MAX_S4-VDG-2021121000-4-2022010600-054,VDG-2021121000-4,2022010600,54,ff300_max_s4,31.780435344700216,-6.0927421177326515
Z500_P-VDG-2021121000-4-2022010600-054,VDG-2021121000-4,2022010600,54,z500_p,50199.784548756514,-1138.8934053412158
TTE-VDG-2021121000-4-2022010600-060,VDG-2021121000-4,2022010600,60,tte,0.0,524.7882920031374
MSLP_MIN_P-VDG-2021121000-4-2022010600-060,VDG-2021121000-4,2022010600,60,mslp_min_p,97337.64905206498,126.78676450868079
FF10M_MAX_S4-VDG-2021121000-4-2022010600-060,VDG-2021121000-4,2022010600,60,ff10m_max_s4,18.975611091767394,-1.3805586096627636
FF925_MAX_S4-VDG-2021121000-4-2022010600-060,VDG-2021121000-4,2022010600,60,ff925_max_s4,24.660009302234418,-2.8207028942943317
FF300_MAX_S4-VDG-2021121000-4-2022010600-060,VDG-2021121000-4,2022010600,60,ff300_max_s4,26.2294327934449,0.08846139464631264
Z500_P-VDG-2021121000-4-2022010600-060,VDG-2021121000-4,2022010600,60,z500_p,50216.54270892634,-877.5405286088499
TTE-VDG-2021121000-4-2022010700-000,VDG-2021121000-4,2022010700,0,tte,0.0,11.364905003724504
MSLP_MIN_P-VDG-2021121000-4-2022010700-000,VDG-2021121000-4,2022010700,0,mslp_min_p,96069.85429400083,61.76392730594671
FF10M_MAX_S4-VDG-2021121000-4-2022010700-000,VDG-2021121000-4,2022010700,0,ff10m_max_s4,16.862116090331053,-2.7590857061131917
FF925_MAX_S4-VDG-2021121000-4-2022010700-000,VDG-2021121000-4,2022010700,0,ff925_max_s4,21.679323737277493,-3.8960815981117243
FF300_MAX_S4-VDG-2021121000-4-2022010700-000,VDG-2021121000-4,2022010700,0,ff300_max_s4,23.449437682357853,-1.9782232244837807
Z500_P-VDG-2021121000-4-2022010700-000,VDG-2021121000-4,2022010700,0,z500_p,48757.8215937321,-570.5970851780294
TTE-VDG-2021121000-4-2022010700-006,VDG-2021121000-4,2022010700,6,tte,0.0,24.054040921362525
MSLP_MIN_P-VDG-2021121000-4-2022010700-006,VDG-2021121000-4,2022010700,6,mslp_min_p,96144.528,53.439999999987776
